file_name,hypothesis,rule
JoF_2000_2021_full_text\1450.txt,"We hypothesize that firms that can mitigate exchange rate risk or bear it at a low cost use more FC debt (see Leland (1998) and Graham and Rogers (2002)). Specifically, firms with higher foreign EBIT will use more FC debt since foreign cash flow provides a natural exchange‐rate hedge.",2
JoF_2000_2021_full_text\1464.txt,"ce to improve the firm's profitability. This suggests that a variable indicating the presence of venture capital should be included in the regression explaining the profitability of very innovative firms.Third, consultant services should be more frequent in those start‐ups where the entrepreneur's competencies are not unique or crucial. Less innovative firms should rely more on consultant advising. To test this hypothesis",6
JoF_2000_2021_full_text\1465.txt,"We hypothesize that the loss of collateral (via the spin‐off) is especially severe for high market‐to‐book firms that are associated with potentially high liquidation costs. Consequently, we expect high market to book firms to be subject to greater losses to bondholders.",2
JoF_2000_2021_full_text\1465.txt,We hypothesize that the potential increase in direct costs of bankruptcy from the spin‐off will be smaller for larger firms than for smaller firms. We use the log of market capitalization of the parent firm as proxy for firm size.,2
JoF_2000_2021_full_text\1465.txt,"ercent). However, when examining the abnormal bond returns, we find no difference across the samples. For aggregate changes in firm value, cross‐industry spin‐offs are associated with significantly larger gains.  D. Impact of the Risk of the Firm's DebtThe loss of coinsurance, cash flows, and assets would be greatest for firms with greater financial risk, as they are closer to the default boundary. To test this hypothesis",6
JoF_2000_2021_full_text\1471.txt,"id‐ask spreads across the 30 days prior to the offer. Based on the uncertainty and asymmetric information hypothesis, I expect underpricing to be positively related to bid‐ask spreads and volatility, and negatively related to firm size. The price pressure hypothesis suggests that underpricing should be most pronounced for the largest offers, reflecting the market's ability to absorb the new shares. To test this hypothesis",6
JoF_2000_2021_full_text\1476.txt,"Our main hypothesis is that, during the crisis, values should decline the most in firms where managers employ ownership structures that allow them to effectively control the firm while reducing the cash flow rights associated with their control rights. There is anecdotal evidence that supports this view.",4
JoF_2000_2021_full_text\1476.txt,"Our primary hypothesis is that, all else equal, firms in which insiders have high levels of control rights, but own few of the firm's cash flow rights will exhibit the largest declines in firm value during the crisis.",4
JoF_2000_2021_full_text\1480.txt,"we can reject the hypothesis that it is equal to the opposite of the coefficient on raw returns (i.e., full RPE) at the one percent level. These conclusions hold regardless of whether the index is defined as the CAPM‐based expected return or the return on the S&P 500 index.",5
JoF_2000_2021_full_text\1480.txt,we cannot reject the hypothesis that the least wealthy executive is fully insulated from market effects. There are two related caveats to this result and our earlier results involving the full sample.,5
JoF_2000_2021_full_text\1486.txt,"r each firm is defined to be the first trading day after the IPO. We focus on the first day, first trading week, and the trading week 60 days after the IPO. We first consider the short‐term relation between the number of market‐makers and odd‐eighth avoidance. According to 19, the decision of marketmakers in a stock to avoid odd‐eighths should not depend on the number of marketmakers in that stock. To test this hypothesis",6
JoF_2000_2021_full_text\149.txt,"ut half of the returns to (6.06%). All strategies exhibit crash risk, with negative skewness and large maximum drawdowns. D. Cross‐Sectional Asset PricingI next show that the returns to PMC can be used to explain the unconditional returns to the currency carry trade. If PMC can be used to explain the returns to the unconditional carry trade, it should comove with and subsume the excess returns to . To test this hypothesis",6
JoF_2000_2021_full_text\1490.txt,"we cannot reject the hypothesis that the betas are jointly equal to zero, then we should be concerned about whether the factor is useless. Chen, Roll, and Ross (1986) and Ferson and Harvey (1993) performed such a test in their studies, but unfortunately this procedure has been largely ignored by many researchers.",5
